Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;NOx;O3;
04-03-2022 04:30:00;20.94;22.17;38.92;Data er manuelt kontrolleret
04-03-2022 04:00:00;8.68;8.63;51.61;Data er manuelt kontrolleret
04-03-2022 03:30:00;13.62;13.64;42.63;Data er manuelt kontrolleret
04-03-2022 03:00:00;26.2;32.55;30.12;Data er manuelt kontrolleret
04-03-2022 02:30:00;14.9;15.01;41.77;Data er manuelt kontrolleret
04-03-2022 01:30:00;30.71;37.94;28.04;Data er manuelt kontrolleret
04-03-2022 01:00:00;13.9;14.88;47.76;Data er manuelt kontrolleret
04-03-2022 00:30:00;26.62;28.17;32.89;Data er manuelt kontrolleret
04-03-2022 00:00:00;24.33;26.11;35.98;Data er manuelt kontrolleret
03-03-2022 23:30:00;18.25;19.07;43.13;Data er manuelt kontrolleret
03-03-2022 23:00:00;23.96;26.12;39.3;Data er manuelt kontrolleret
03-03-2022 22:30:00;28.02;30.93;36.9;Data er manuelt kontrolleret
03-03-2022 22:00:00;27.02;29.15;38.86;Data er manuelt kontrolleret
03-03-2022 21:30:00;42.55;47.79;25.54;Data er manuelt kontrolleret
03-03-2022 21:00:00;32.93;35.25;34.37;Data er manuelt kontrolleret
03-03-2022 20:30:00;24.44;26.43;43.37;Data er manuelt kontrolleret
03-03-2022 20:00:00;19.18;21.55;51.29;Data er manuelt kontrolleret
03-03-2022 19:30:00;24.35;25.8;45.86;Data er manuelt kontrolleret
03-03-2022 19:00:00;39.95;46.36;31.41;Data er manuelt kontrolleret
03-03-2022 18:30:00;40.66;47.68;34.09;Data er manuelt kontrolleret
03-03-2022 18:00:00;27.48;30.14;48.66;Data er manuelt kontrolleret
03-03-2022 17:30:00;16.22;18.61;60.47;Data er manuelt kontrolleret
03-03-2022 17:00:00;16.85;20.25;61.39;Data er manuelt kontrolleret
03-03-2022 16:30:00;15.63;19.3;63.68;Data er manuelt kontrolleret
03-03-2022 16:00:00;15.17;20.27;64.38;Data er manuelt kontrolleret
03-03-2022 15:30:00;13.5;18.46;65.06;Data er manuelt kontrolleret
03-03-2022 15:00:00;12.32;17.77;65.86;Data er manuelt kontrolleret
03-03-2022 14:30:00;4.99;7.38;78.13;Data er manuelt kontrolleret
03-03-2022 14:00:00;5.07;7.48;77.63;Data er manuelt kontrolleret
03-03-2022 13:30:00;11.46;17.61;69.87;Data er manuelt kontrolleret
03-03-2022 13:00:00;8.05;12.03;68.63;Data er manuelt kontrolleret
03-03-2022 12:30:00;9.7;14.73;64.06;Data er manuelt kontrolleret
03-03-2022 12:00:00;9.66;14.86;63.26;Data er manuelt kontrolleret
03-03-2022 11:30:00;10.77;16.7;60.51;Data er manuelt kontrolleret
03-03-2022 11:00:00;32.93;59.77;37.1;Data er manuelt kontrolleret
03-03-2022 10:30:00;21.27;33.85;45.1;Data er manuelt kontrolleret
03-03-2022 10:00:00;28.99;46.07;38.12;Data er manuelt kontrolleret
03-03-2022 09:30:00;30.35;50.39;30.43;Data er manuelt kontrolleret
03-03-2022 09:00:00;47.97;109.3;15.95;Data er manuelt kontrolleret
03-03-2022 08:30:00;61.2;201.12;4.99;Data er manuelt kontrolleret
03-03-2022 08:00:00;56.95;172.49;3.71;Data er manuelt kontrolleret
03-03-2022 07:30:00;53.63;112.88;3.43;Data er manuelt kontrolleret
03-03-2022 07:00:00;44.96;64.09;8.16;Data er manuelt kontrolleret
03-03-2022 06:30:00;37.85;53.38;18.14;Data er manuelt kontrolleret
03-03-2022 06:00:00;11.04;12.35;39.67;Data er manuelt kontrolleret
03-03-2022 05:30:00;9.49;10.35;40.13;Data er manuelt kontrolleret
03-03-2022 05:00:00;6.31;7.06;41.99;Data er manuelt kontrolleret
03-03-2022 04:30:00;9.72;10.37;37.46;Data er manuelt kontrolleret
03-03-2022 03:30:00;6.92;6.79;46.16;Data er manuelt kontrolleret
03-03-2022 03:00:00;10;9.83;46.92;Data er manuelt kontrolleret
03-03-2022 02:30:00;9.83;9.6;36.68;Data er manuelt kontrolleret
03-03-2022 02:00:00;9.41;9.01;38.72;Data er manuelt kontrolleret
03-03-2022 01:30:00;7.8;7.61;42.23;Data er manuelt kontrolleret
03-03-2022 01:00:00;8.55;8.49;;Data er manuelt kontrolleret
03-03-2022 00:30:00;10.75;10.61;44.34;Data er manuelt kontrolleret
03-03-2022 00:00:00;9.6;9.58;52.67;Data er manuelt kontrolleret
02-03-2022 23:30:00;10.52;10.54;53.35;Data er manuelt kontrolleret
02-03-2022 23:00:00;13.58;14.29;54.02;Data er manuelt kontrolleret
02-03-2022 22:30:00;9.72;9.72;56.04;Data er manuelt kontrolleret
02-03-2022 22:00:00;7.73;7.76;56.9;Data er manuelt kontrolleret
02-03-2022 21:30:00;8.4;8.05;59.83;Data er manuelt kontrolleret
02-03-2022 21:00:00;8.66;8.85;60.87;Data er manuelt kontrolleret
02-03-2022 20:30:00;6.45;6.48;65.66;Data er manuelt kontrolleret
02-03-2022 20:00:00;4.74;4.7;69.51;Data er manuelt kontrolleret
02-03-2022 19:30:00;6.52;6.2;67.39;Data er manuelt kontrolleret
02-03-2022 19:00:00;14.27;14.55;57.88;Data er manuelt kontrolleret
02-03-2022 18:30:00;23.87;25.9;50.89;Data er manuelt kontrolleret
02-03-2022 18:00:00;13.9;14.23;63.94;Data er manuelt kontrolleret
02-03-2022 17:30:00;8.38;8.47;72.88;Data er manuelt kontrolleret
02-03-2022 17:00:00;15.64;16.64;66.36;Data er manuelt kontrolleret
02-03-2022 16:30:00;9.26;9.68;81.09;Data er manuelt kontrolleret
02-03-2022 16:00:00;10.6;11.99;74.18;Data er manuelt kontrolleret
02-03-2022 15:30:00;8.3;9.72;75.72;Data er manuelt kontrolleret
02-03-2022 15:00:00;7.5;9.18;75.62;Data er manuelt kontrolleret
02-03-2022 14:30:00;5.34;6.71;78.17;Data er manuelt kontrolleret
02-03-2022 14:00:00;5.74;7.15;77.69;Data er manuelt kontrolleret
02-03-2022 13:30:00;4.26;5.28;79.11;Data er manuelt kontrolleret
02-03-2022 13:00:00;3.88;5.32;78.99;Data er manuelt kontrolleret
02-03-2022 12:30:00;5.16;6.98;77.19;Data er manuelt kontrolleret
02-03-2022 12:00:00;5.57;7.19;75.72;Data er manuelt kontrolleret
02-03-2022 11:30:00;6.41;8.59;71.77;Data er manuelt kontrolleret
02-03-2022 11:00:00;9.6;13.12;62.05;Data er manuelt kontrolleret
02-03-2022 10:30:00;12.57;17.77;56.22;Data er manuelt kontrolleret
02-03-2022 10:00:00;11.44;16.18;55.36;Data er manuelt kontrolleret
02-03-2022 09:30:00;12.18;16.7;52.99;Data er manuelt kontrolleret
02-03-2022 09:00:00;14.67;19.34;50.79;Data er manuelt kontrolleret
02-03-2022 08:30:00;22.3;28.53;43.87;Data er manuelt kontrolleret
02-03-2022 08:00:00;44.08;64.95;23.43;Data er manuelt kontrolleret
02-03-2022 07:30:00;60;101.09;5.77;Data er manuelt kontrolleret
02-03-2022 07:00:00;45.46;63.44;15.27;Data er manuelt kontrolleret
02-03-2022 06:30:00;32.21;34.73;26.96;Data er manuelt kontrolleret
02-03-2022 05:30:00;18.57;19.05;37.58;Data er manuelt kontrolleret
02-03-2022 05:00:00;12.45;12.6;42.31;Data er manuelt kontrolleret
02-03-2022 04:30:00;20.83;21.08;41.81;Data er manuelt kontrolleret
02-03-2022 04:00:00;10.88;11.15;50.59;Data er manuelt kontrolleret
02-03-2022 03:30:00;15.38;15.89;38.66;Data er manuelt kontrolleret
02-03-2022 03:00:00;17.21;17.44;;Data er manuelt kontrolleret
02-03-2022 02:30:00;9.56;9.62;43.23;Data er manuelt kontrolleret
02-03-2022 02:00:00;7.5;7.34;47.62;Data er manuelt kontrolleret
02-03-2022 01:30:00;8.05;8.09;50.33;Data er manuelt kontrolleret
02-03-2022 01:00:00;11.84;11.93;44.46;Data er manuelt kontrolleret
02-03-2022 00:30:00;12.37;12.43;43.41;Data er manuelt kontrolleret
02-03-2022 00:00:00;13.88;13.94;43.53;Data er manuelt kontrolleret
01-03-2022 23:30:00;18.09;18.25;40.45;Data er manuelt kontrolleret
01-03-2022 23:00:00;21.63;22.01;39.79;Data er manuelt kontrolleret
01-03-2022 22:30:00;25.46;26.14;38.22;Data er manuelt kontrolleret
01-03-2022 22:00:00;27.81;28.42;37.64;Data er manuelt kontrolleret
01-03-2022 21:30:00;22.57;22.95;47.24;Data er manuelt kontrolleret
01-03-2022 21:00:00;23.12;23.52;50.03;Data er manuelt kontrolleret
01-03-2022 20:30:00;9.72;9.56;71.31;Data er manuelt kontrolleret
01-03-2022 20:00:00;13.12;13.04;65.94;Data er manuelt kontrolleret
01-03-2022 19:30:00;14.36;14.34;66.66;Data er manuelt kontrolleret
01-03-2022 19:00:00;13.08;13.6;69.25;Data er manuelt kontrolleret
01-03-2022 18:30:00;12.43;12.68;71.19;Data er manuelt kontrolleret
01-03-2022 18:00:00;11.04;11.26;70.91;Data er manuelt kontrolleret
01-03-2022 17:30:00;10.21;10.77;70.21;Data er manuelt kontrolleret
01-03-2022 17:00:00;14.31;14.67;57.94;Data er manuelt kontrolleret
01-03-2022 16:30:00;12.18;13.02;56.64;Data er manuelt kontrolleret
01-03-2022 16:00:00;10.6;11.99;59.97;Data er manuelt kontrolleret
01-03-2022 15:30:00;9.45;11.84;54.64;Data er manuelt kontrolleret
01-03-2022 15:00:00;8.85;11.21;55.22;Data er manuelt kontrolleret
01-03-2022 14:30:00;8.53;11.49;54.78;Data er manuelt kontrolleret
01-03-2022 14:00:00;13.27;18.15;43.07;Data er manuelt kontrolleret
01-03-2022 13:30:00;12.22;17.79;41.95;Data er manuelt kontrolleret
01-03-2022 13:00:00;13.75;18.74;38.34;Data er manuelt kontrolleret
01-03-2022 12:30:00;15.38;21.21;35.84;Data er manuelt kontrolleret
01-03-2022 12:00:00;14.8;19.68;36.82;Data er manuelt kontrolleret
01-03-2022 11:30:00;17.4;21.78;35.24;Data er manuelt kontrolleret
01-03-2022 11:00:00;18.67;23.6;34.55;Data er manuelt kontrolleret
01-03-2022 10:30:00;20.12;25.26;33.61;Data er manuelt kontrolleret
01-03-2022 10:00:00;19.07;22.26;35.78;Data er manuelt kontrolleret
01-03-2022 09:30:00;20.39;24.17;34.61;Data er manuelt kontrolleret
01-03-2022 09:00:00;19.99;23.54;35.48;Data er manuelt kontrolleret
01-03-2022 08:30:00;20.73;24.77;35.36;Data er manuelt kontrolleret
01-03-2022 08:00:00;23.12;28.3;33.61;Data er manuelt kontrolleret
01-03-2022 07:30:00;26.78;33.85;31.33;Data er manuelt kontrolleret
01-03-2022 07:00:00;22.84;26.87;34.53;Data er manuelt kontrolleret
01-03-2022 06:30:00;18.13;20.22;40.31;Data er manuelt kontrolleret
01-03-2022 06:00:00;13.12;14.15;46.7;Data er manuelt kontrolleret
01-03-2022 05:30:00;8.53;8.82;51.95;Data er manuelt kontrolleret
01-03-2022 04:30:00;6.88;6.75;56.54;Data er manuelt kontrolleret
01-03-2022 04:00:00;6.01;6.01;56.9;Data er manuelt kontrolleret
01-03-2022 03:30:00;6.04;5.91;57.56;Data er manuelt kontrolleret
01-03-2022 03:00:00;5.78;6.01;56.32;Data er manuelt kontrolleret
01-03-2022 02:30:00;5.74;5.76;54.66;Data er manuelt kontrolleret
01-03-2022 02:00:00;6.08;5.76;;Data er manuelt kontrolleret
01-03-2022 01:30:00;6.46;6.16;54.98;Data er manuelt kontrolleret
01-03-2022 01:00:00;6.6;6.45;54.96;Data er manuelt kontrolleret
01-03-2022 00:30:00;7.27;7.34;56;Data er manuelt kontrolleret
01-03-2022 00:00:00;7.17;7.44;56.9;Data er manuelt kontrolleret
28-02-2022 23:30:00;7.5;7.82;58.71;Data er manuelt kontrolleret
28-02-2022 23:00:00;8.61;8.84;59.49;Data er manuelt kontrolleret
28-02-2022 22:30:00;9.03;9.2;62.03;Data er manuelt kontrolleret
28-02-2022 22:00:00;8.4;8.59;64.16;Data er manuelt kontrolleret
28-02-2022 21:30:00;9.1;9.64;64.6;Data er manuelt kontrolleret
28-02-2022 21:00:00;9.26;9.72;66.72;Data er manuelt kontrolleret
28-02-2022 20:30:00;8.87;9.35;69.33;Data er manuelt kontrolleret
28-02-2022 20:00:00;9.68;10;70.05;Data er manuelt kontrolleret
28-02-2022 19:30:00;10.14;10.73;69.45;Data er manuelt kontrolleret
28-02-2022 19:00:00;11.02;11.59;67.83;Data er manuelt kontrolleret
28-02-2022 18:30:00;11.88;12.66;66.14;Data er manuelt kontrolleret
28-02-2022 18:00:00;12.3;13.31;66.18;Data er manuelt kontrolleret
28-02-2022 17:30:00;12.7;14.8;68.87;Data er manuelt kontrolleret
28-02-2022 17:00:00;9.81;10.82;75.68;Data er manuelt kontrolleret
28-02-2022 16:30:00;12.2;13.54;72.92;Data er manuelt kontrolleret
28-02-2022 16:00:00;12.39;14.4;72.66;Data er manuelt kontrolleret
28-02-2022 15:30:00;11.74;14.27;73;Data er manuelt kontrolleret
28-02-2022 15:00:00;8.91;11.44;75.5;Data er manuelt kontrolleret
28-02-2022 14:30:00;7.59;9.66;75.62;Data er manuelt kontrolleret
28-02-2022 14:00:00;8.32;11.05;74.48;Data er manuelt kontrolleret
28-02-2022 13:30:00;7.63;10.16;73.64;Data er manuelt kontrolleret
28-02-2022 13:00:00;8.3;11.23;70.87;Data er manuelt kontrolleret
28-02-2022 12:30:00;8.87;12.45;68.09;Data er manuelt kontrolleret
28-02-2022 12:00:00;9.72;13.58;65.84;Data er manuelt kontrolleret
28-02-2022 11:30:00;10.33;14.25;63.54;Data er manuelt kontrolleret
28-02-2022 11:00:00;10.73;15.43;60.33;Data er manuelt kontrolleret
28-02-2022 10:30:00;11.59;16.85;56.26;Data er manuelt kontrolleret
28-02-2022 10:00:00;14.29;20.56;50.45;Data er manuelt kontrolleret
28-02-2022 09:30:00;13.31;18.59;47.84;Data er manuelt kontrolleret
28-02-2022 09:00:00;14.88;21.97;46.72;Data er manuelt kontrolleret
28-02-2022 08:30:00;18.4;23.96;41.95;Data er manuelt kontrolleret
28-02-2022 08:00:00;24.15;30.77;34.61;Data er manuelt kontrolleret
28-02-2022 07:30:00;31.52;38.92;24.91;Data er manuelt kontrolleret
28-02-2022 07:00:00;23.98;26.93;29.26;Data er manuelt kontrolleret
28-02-2022 06:30:00;15.72;16.77;37.92;Data er manuelt kontrolleret
28-02-2022 06:00:00;11.3;12.34;43.25;Data er manuelt kontrolleret
28-02-2022 05:30:00;9.35;10.16;45.8;Data er manuelt kontrolleret
28-02-2022 05:00:00;8.3;8.85;47.66;Data er manuelt kontrolleret
28-02-2022 04:30:00;6.92;7.02;50.63;Data er manuelt kontrolleret
28-02-2022 03:30:00;4.82;4.76;54.14;Data er manuelt kontrolleret
28-02-2022 03:00:00;4.97;5.01;55.3;Data er manuelt kontrolleret
28-02-2022 02:30:00;5.24;4.9;55.06;Data er manuelt kontrolleret
28-02-2022 02:00:00;6.67;6.37;54.5;Data er manuelt kontrolleret
28-02-2022 01:30:00;7.84;7.63;53.76;Data er manuelt kontrolleret
28-02-2022 01:00:00;7.27;6.96;;Data er manuelt kontrolleret
28-02-2022 00:30:00;7.11;6.88;57.56;Data er manuelt kontrolleret
28-02-2022 00:00:00;6.6;6.31;58.97;Data er manuelt kontrolleret
27-02-2022 23:30:00;7.11;6.83;59.09;Data er manuelt kontrolleret
27-02-2022 23:00:00;7.94;7.88;59.09;Data er manuelt kontrolleret
27-02-2022 22:30:00;9.03;9.01;56.42;Data er manuelt kontrolleret
27-02-2022 22:00:00;11.05;11.13;53.23;Data er manuelt kontrolleret
27-02-2022 21:30:00;11.82;12.03;53.54;Data er manuelt kontrolleret
27-02-2022 21:00:00;12.28;13.35;55.96;Data er manuelt kontrolleret
27-02-2022 20:30:00;10.54;10.84;58.61;Data er manuelt kontrolleret
27-02-2022 20:00:00;9.6;9.94;59.05;Data er manuelt kontrolleret
27-02-2022 19:30:00;10.5;10.86;58.19;Data er manuelt kontrolleret
27-02-2022 19:00:00;10.46;10.79;58.47;Data er manuelt kontrolleret
27-02-2022 18:30:00;10.21;10.96;57.74;Data er manuelt kontrolleret
27-02-2022 18:00:00;10.54;11.34;57.04;Data er manuelt kontrolleret
27-02-2022 17:30:00;9.94;10.25;60.25;Data er manuelt kontrolleret
27-02-2022 17:00:00;8.64;9.41;63.16;Data er manuelt kontrolleret
27-02-2022 16:30:00;8.07;9.22;64.48;Data er manuelt kontrolleret
27-02-2022 16:00:00;8.05;9.35;64.62;Data er manuelt kontrolleret
27-02-2022 15:30:00;7.36;8.84;64.54;Data er manuelt kontrolleret
27-02-2022 15:00:00;6.48;7.75;69.29;Data er manuelt kontrolleret
27-02-2022 14:30:00;5.68;7.04;72.78;Data er manuelt kontrolleret
27-02-2022 14:00:00;5.51;7.23;72.34;Data er manuelt kontrolleret
27-02-2022 13:30:00;6.01;7.98;69.11;Data er manuelt kontrolleret
27-02-2022 13:00:00;6.64;9.18;65.6;Data er manuelt kontrolleret
27-02-2022 12:30:00;8.36;11.61;61.27;Data er manuelt kontrolleret
27-02-2022 12:00:00;8.99;12.7;58.95;Data er manuelt kontrolleret
27-02-2022 11:30:00;8.11;11.4;58.41;Data er manuelt kontrolleret
27-02-2022 11:00:00;8.13;11.02;57.3;Data er manuelt kontrolleret
27-02-2022 10:30:00;7.61;10.54;55.98;Data er manuelt kontrolleret
27-02-2022 10:00:00;7.98;10.67;55.68;Data er manuelt kontrolleret
27-02-2022 09:30:00;8.8;11.09;54.64;Data er manuelt kontrolleret
27-02-2022 09:00:00;11.02;13.66;51.57;Data er manuelt kontrolleret
27-02-2022 08:30:00;12.18;14.55;49.83;Data er manuelt kontrolleret
27-02-2022 08:00:00;10.56;11.76;50.93;Data er manuelt kontrolleret
27-02-2022 07:30:00;8.99;9.2;51.49;Data er manuelt kontrolleret
27-02-2022 07:00:00;9.58;9.72;50.03;Data er manuelt kontrolleret
27-02-2022 06:30:00;8.59;8.26;48.06;Data er manuelt kontrolleret
27-02-2022 05:30:00;6.52;6.69;53.86;Data er manuelt kontrolleret
27-02-2022 05:00:00;6.62;6.79;54.28;Data er manuelt kontrolleret
27-02-2022 04:30:00;6.45;6.39;53.64;Data er manuelt kontrolleret
27-02-2022 04:00:00;6.64;6.79;53.35;Data er manuelt kontrolleret
27-02-2022 03:30:00;8.22;8.22;51.79;Data er manuelt kontrolleret
27-02-2022 03:00:00;10.4;10.75;;Data er manuelt kontrolleret
27-02-2022 02:30:00;12.13;12.34;43.29;Data er manuelt kontrolleret
27-02-2022 02:00:00;12.45;12.6;42.13;Data er manuelt kontrolleret
27-02-2022 01:30:00;10.38;10.58;46.62;Data er manuelt kontrolleret
27-02-2022 01:00:00;11.67;12.07;48.22;Data er manuelt kontrolleret
27-02-2022 00:30:00;15.32;15.76;43.77;Data er manuelt kontrolleret
27-02-2022 00:00:00;15.87;16.29;45.24;Data er manuelt kontrolleret
26-02-2022 23:30:00;15.87;16.1;46.5;Data er manuelt kontrolleret
26-02-2022 23:00:00;17.19;17.58;44.68;Data er manuelt kontrolleret
26-02-2022 22:30:00;17.31;18.4;46.02;Data er manuelt kontrolleret
26-02-2022 22:00:00;15.49;16.22;49.17;Data er manuelt kontrolleret
26-02-2022 21:30:00;18.17;18.53;46.56;Data er manuelt kontrolleret
26-02-2022 21:00:00;19.83;21.09;45.26;Data er manuelt kontrolleret
26-02-2022 20:30:00;23.22;24;41.15;Data er manuelt kontrolleret
26-02-2022 20:00:00;32.97;34.39;35.48;Data er manuelt kontrolleret
26-02-2022 19:30:00;35.95;37.26;35.82;Data er manuelt kontrolleret
26-02-2022 19:00:00;26.2;27.67;47.78;Data er manuelt kontrolleret
26-02-2022 18:30:00;38.96;40.22;37.9;Data er manuelt kontrolleret
26-02-2022 18:00:00;32.55;33.47;46.26;Data er manuelt kontrolleret
26-02-2022 17:30:00;17.08;17.88;62.88;Data er manuelt kontrolleret
26-02-2022 17:00:00;10.37;11.36;72.16;Data er manuelt kontrolleret
26-02-2022 16:30:00;6.39;7.13;77.13;Data er manuelt kontrolleret
26-02-2022 16:00:00;4.69;5.41;79.27;Data er manuelt kontrolleret
26-02-2022 15:30:00;4.93;5.79;78.75;Data er manuelt kontrolleret
26-02-2022 15:00:00;3.92;4.59;78.25;Data er manuelt kontrolleret
26-02-2022 14:30:00;3.35;4.53;77.43;Data er manuelt kontrolleret
26-02-2022 14:00:00;3.44;4.13;78.69;Data er manuelt kontrolleret
26-02-2022 13:30:00;3.21;4.59;79.17;Data er manuelt kontrolleret
26-02-2022 13:00:00;5.51;7.65;75.12;Data er manuelt kontrolleret
26-02-2022 12:30:00;3.9;4.93;78.51;Data er manuelt kontrolleret
26-02-2022 12:00:00;5.43;7.21;74.32;Data er manuelt kontrolleret
26-02-2022 11:30:00;6.08;7.99;73.72;Data er manuelt kontrolleret
26-02-2022 11:00:00;13.54;19.6;60.01;Data er manuelt kontrolleret
26-02-2022 10:30:00;14;20.43;54.06;Data er manuelt kontrolleret
26-02-2022 10:00:00;21.44;34.83;34.03;Data er manuelt kontrolleret
26-02-2022 09:30:00;22.91;37.05;30.53;Data er manuelt kontrolleret
26-02-2022 09:00:00;18.11;25.86;35.74;Data er manuelt kontrolleret
26-02-2022 08:30:00;22.17;31.86;27.04;Data er manuelt kontrolleret
26-02-2022 08:00:00;23.01;31.14;25.21;Data er manuelt kontrolleret
26-02-2022 07:30:00;22.62;25.63;22.37;Data er manuelt kontrolleret
26-02-2022 07:00:00;13.92;14.23;34.41;Data er manuelt kontrolleret
26-02-2022 06:30:00;10.38;10.71;39.53;Data er manuelt kontrolleret
26-02-2022 06:00:00;8.38;8.68;43.89;Data er manuelt kontrolleret
26-02-2022 05:30:00;9.45;9.75;41.71;Data er manuelt kontrolleret
26-02-2022 04:30:00;9.51;9.62;48.16;Data er manuelt kontrolleret
26-02-2022 04:00:00;10.6;10.92;48.52;Data er manuelt kontrolleret
26-02-2022 03:30:00;9.08;9.29;51.77;Data er manuelt kontrolleret
26-02-2022 03:00:00;9.22;9.77;53.15;Data er manuelt kontrolleret
26-02-2022 02:30:00;9.39;9.77;57.4;Data er manuelt kontrolleret
26-02-2022 02:00:00;8.78;8.82;;Data er manuelt kontrolleret
26-02-2022 01:30:00;8.74;9.18;60.47;Data er manuelt kontrolleret
26-02-2022 01:00:00;8.61;8.93;61.81;Data er manuelt kontrolleret
26-02-2022 00:30:00;11.48;11.67;61.01;Data er manuelt kontrolleret
26-02-2022 00:00:00;9.77;10.16;62.92;Data er manuelt kontrolleret
25-02-2022 23:30:00;14.88;15.51;56.8;Data er manuelt kontrolleret
25-02-2022 23:00:00;9.35;9.73;62.51;Data er manuelt kontrolleret
25-02-2022 22:30:00;18.03;19.07;55.34;Data er manuelt kontrolleret
25-02-2022 22:00:00;9.29;10.12;63.72;Data er manuelt kontrolleret
25-02-2022 21:30:00;9.58;10;64.74;Data er manuelt kontrolleret
25-02-2022 21:00:00;7.76;8.41;66.54;Data er manuelt kontrolleret
25-02-2022 20:30:00;8.89;10.29;66.2;Data er manuelt kontrolleret
25-02-2022 20:00:00;15.85;18.76;60.03;Data er manuelt kontrolleret
25-02-2022 19:30:00;8.76;9.56;67.39;Data er manuelt kontrolleret
25-02-2022 19:00:00;7.1;7.78;71.45;Data er manuelt kontrolleret
25-02-2022 18:30:00;28.9;41.86;54.8;Data er manuelt kontrolleret
25-02-2022 18:00:00;6.1;7;76.56;Data er manuelt kontrolleret
25-02-2022 17:30:00;11.4;13.31;72.26;Data er manuelt kontrolleret
25-02-2022 17:00:00;11.9;15.13;72.6;Data er manuelt kontrolleret
25-02-2022 16:30:00;5.83;7.11;80.05;Data er manuelt kontrolleret
25-02-2022 16:00:00;5.72;7.06;80.29;Data er manuelt kontrolleret
25-02-2022 15:30:00;5.43;6.9;81.48;Data er manuelt kontrolleret
25-02-2022 15:00:00;5.16;7.04;82.04;Data er manuelt kontrolleret
25-02-2022 14:30:00;3.81;5.09;84.62;Data er manuelt kontrolleret
25-02-2022 14:00:00;3.84;4.92;84.78;Data er manuelt kontrolleret
25-02-2022 13:30:00;3.94;5.28;87.09;Data er manuelt kontrolleret
25-02-2022 13:00:00;2.6;3.48;87.61;Data er manuelt kontrolleret
25-02-2022 12:30:00;3.08;4.17;83.6;Data er manuelt kontrolleret
25-02-2022 12:00:00;3.35;3.96;81.34;Data er manuelt kontrolleret
25-02-2022 11:30:00;3.77;5.18;81.32;Data er manuelt kontrolleret
25-02-2022 11:00:00;4.05;5.62;81.58;Data er manuelt kontrolleret
25-02-2022 10:30:00;4.38;5.76;82.42;Data er manuelt kontrolleret
25-02-2022 10:00:00;5.22;6.29;79.01;Data er manuelt kontrolleret
25-02-2022 09:30:00;6.14;7.48;76;Data er manuelt kontrolleret
25-02-2022 09:00:00;5.34;6.66;76.63;Data er manuelt kontrolleret
25-02-2022 08:30:00;8.68;10.27;70.93;Data er manuelt kontrolleret
25-02-2022 08:00:00;9.79;11.65;68.17;Data er manuelt kontrolleret
25-02-2022 07:30:00;10.1;11.69;67.08;Data er manuelt kontrolleret
25-02-2022 07:00:00;8.87;10.21;67.85;Data er manuelt kontrolleret
25-02-2022 06:30:00;7.55;8.7;68.69;Data er manuelt kontrolleret
25-02-2022 06:00:00;6.25;7.04;66.2;Data er manuelt kontrolleret
25-02-2022 05:30:00;4.84;5.45;69.21;Data er manuelt kontrolleret
25-02-2022 05:00:00;3.65;3.96;71.33;Data er manuelt kontrolleret
25-02-2022 04:30:00;3.58;4.11;72.72;Data er manuelt kontrolleret
25-02-2022 03:30:00;1.4;1.51;77.67;Data er manuelt kontrolleret
25-02-2022 03:00:00;1.42;1.43;76.83;Data er manuelt kontrolleret
25-02-2022 02:30:00;1.43;1.38;73.12;Data er manuelt kontrolleret
25-02-2022 02:00:00;1.45;1.74;72.52;Data er manuelt kontrolleret
25-02-2022 01:30:00;1.61;1.84;74.12;Data er manuelt kontrolleret
25-02-2022 00:30:00;1.74;1.63;70.23;Data er manuelt kontrolleret
25-02-2022 00:00:00;1.78;1.89;70.15;Data er manuelt kontrolleret
24-02-2022 23:30:00;2.85;2.79;66.42;Data er manuelt kontrolleret
24-02-2022 23:00:00;5.01;5.34;63.38;Data er manuelt kontrolleret
24-02-2022 22:30:00;4.28;4.05;66.68;Data er manuelt kontrolleret
24-02-2022 22:00:00;4.78;5.26;69.11;Data er manuelt kontrolleret
24-02-2022 21:30:00;5.93;6.14;69.21;Data er manuelt kontrolleret
24-02-2022 21:00:00;6.6;6.94;71.21;Data er manuelt kontrolleret
24-02-2022 20:30:00;5.41;5.55;73.32;Data er manuelt kontrolleret
24-02-2022 20:00:00;5.78;5.97;74.16;Data er manuelt kontrolleret
24-02-2022 19:30:00;5.62;5.58;74.96;Data er manuelt kontrolleret
24-02-2022 19:00:00;8.17;8.43;75.36;Data er manuelt kontrolleret
24-02-2022 18:30:00;6.46;6.64;79.59;Data er manuelt kontrolleret
24-02-2022 18:00:00;5.6;6.12;82.44;Data er manuelt kontrolleret
24-02-2022 17:30:00;4.82;4.84;81.3;Data er manuelt kontrolleret
24-02-2022 17:00:00;8.2;8.51;78.63;Data er manuelt kontrolleret
24-02-2022 16:30:00;11.48;12.89;76.67;Data er manuelt kontrolleret
