Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NOx;NO2;O3;PM_2.5_Lvs;comment
01-10-2020 12:30:00;13.14;10.96;73.88;;Data er manuelt kontrolleret
01-10-2020 12:00:00;15.74;12.71;70.78;;Data er manuelt kontrolleret
01-10-2020 11:30:00;16.78;13.61;66.11;;Data er manuelt kontrolleret
01-10-2020 11:00:00;13.83;11.63;70.02;;Data er manuelt kontrolleret
01-10-2020 10:30:00;14.67;11.91;68.65;;Data er manuelt kontrolleret
01-10-2020 10:00:00;16.59;13.85;64.41;;Data er manuelt kontrolleret
01-10-2020 09:30:00;13.97;12.01;65.79;;Data er manuelt kontrolleret
01-10-2020 09:00:00;14.85;11.97;64.49;;Data er manuelt kontrolleret
01-10-2020 08:30:00;15.44;12.85;63.15;;Data er manuelt kontrolleret
01-10-2020 08:00:00;19.59;17.04;62.62;;Data er manuelt kontrolleret
01-10-2020 07:30:00;18.14;15.61;65.72;;Data er manuelt kontrolleret
01-10-2020 07:00:00;20.11;17.1;63.21;;Data er manuelt kontrolleret
01-10-2020 06:30:00;20.67;17.17;60.07;;Data er manuelt kontrolleret
01-10-2020 06:00:00;16.95;14.11;61.95;;Data er manuelt kontrolleret
01-10-2020 05:30:00;16.51;13.87;61.2;;Data er manuelt kontrolleret
01-10-2020 04:30:00;10.46;8.41;68.81;;Data er manuelt kontrolleret
01-10-2020 04:00:00;10.27;7.36;69.5;;Data er manuelt kontrolleret
01-10-2020 03:30:00;10.45;7.76;65.34;;Data er manuelt kontrolleret
01-10-2020 03:00:00;10.5;8.13;65.5;;Data er manuelt kontrolleret
01-10-2020 02:30:00;9.6;7.34;69.01;;Data er manuelt kontrolleret
01-10-2020 02:00:00;9.93;7.36;;;Data er manuelt kontrolleret
01-10-2020 01:30:00;10.41;7.32;68.2;;Data er manuelt kontrolleret
01-10-2020 01:00:00;10.89;7.39;62.56;;Data er manuelt kontrolleret
01-10-2020 00:30:00;12.5;8.34;58.83;;Data er manuelt kontrolleret
01-10-2020 00:00:00;12.34;8.15;55.64;11.59;Data er manuelt kontrolleret
30-09-2020 23:30:00;12.9;8.57;51.95;;Data er manuelt kontrolleret
30-09-2020 23:00:00;15.64;10.58;47.71;;Data er manuelt kontrolleret
30-09-2020 22:30:00;18.7;12.68;43.67;;Data er manuelt kontrolleret
30-09-2020 22:00:00;20.54;14.21;30.92;;Data er manuelt kontrolleret
30-09-2020 21:30:00;21.65;15.3;31.22;;Data er manuelt kontrolleret
30-09-2020 21:00:00;21.4;15.2;33.53;;Data er manuelt kontrolleret
30-09-2020 20:30:00;21.59;15.57;33.13;;Data er manuelt kontrolleret
30-09-2020 20:00:00;21.21;15.19;34.38;;Data er manuelt kontrolleret
30-09-2020 19:30:00;20.29;14.65;37.38;;Data er manuelt kontrolleret
30-09-2020 19:00:00;19.14;14.24;39.72;;Data er manuelt kontrolleret
30-09-2020 18:30:00;22.61;16.74;33.51;;Data er manuelt kontrolleret
30-09-2020 18:00:00;21.35;16.02;33.04;;Data er manuelt kontrolleret
30-09-2020 17:30:00;22.59;16.53;32.86;;Data er manuelt kontrolleret
30-09-2020 17:00:00;24.06;17.48;33.17;;Data er manuelt kontrolleret
30-09-2020 16:30:00;22.92;16.79;34.65;;Data er manuelt kontrolleret
30-09-2020 16:00:00;23.36;17.06;30.77;;Data er manuelt kontrolleret
30-09-2020 15:30:00;20.81;15.62;31.95;;Data er manuelt kontrolleret
30-09-2020 15:00:00;19.34;15.53;47.28;;Data er manuelt kontrolleret
30-09-2020 14:30:00;23.15;16.29;44.42;;Data er manuelt kontrolleret
30-09-2020 14:00:00;21.04;15.38;46.53;;Data er manuelt kontrolleret
30-09-2020 13:30:00;23.09;15.33;45.15;;Data er manuelt kontrolleret
30-09-2020 13:00:00;24.2;15.23;40.39;;Data er manuelt kontrolleret
30-09-2020 12:30:00;25.68;14.62;34.08;;Data er manuelt kontrolleret
30-09-2020 12:00:00;23.47;13.61;32.78;;Data er manuelt kontrolleret
30-09-2020 11:30:00;22.33;13.35;32.48;;Data er manuelt kontrolleret
30-09-2020 11:00:00;23;14.41;30.35;;Data er manuelt kontrolleret
30-09-2020 10:30:00;23.3;14.74;28.28;;Data er manuelt kontrolleret
30-09-2020 10:00:00;25.83;16.5;26.59;;Data er manuelt kontrolleret
30-09-2020 09:30:00;24.57;14.98;25.72;;Data er manuelt kontrolleret
30-09-2020 09:00:00;27.98;17.2;25.74;;Data er manuelt kontrolleret
30-09-2020 08:30:00;24.8;15.83;31.18;;Data er manuelt kontrolleret
30-09-2020 08:00:00;32.76;19.07;29.72;;Data er manuelt kontrolleret
30-09-2020 07:30:00;39.71;25.09;21.62;;Data er manuelt kontrolleret
30-09-2020 07:00:00;52.06;33.98;13.98;;Data er manuelt kontrolleret
30-09-2020 06:30:00;48.48;34.59;15.98;;Data er manuelt kontrolleret
30-09-2020 06:00:00;32.27;24.52;28.09;;Data er manuelt kontrolleret
30-09-2020 05:30:00;26.89;20.87;34.12;;Data er manuelt kontrolleret
30-09-2020 05:00:00;20.65;15.69;41.77;;Data er manuelt kontrolleret
30-09-2020 04:30:00;16.74;12.44;46.45;;Data er manuelt kontrolleret
30-09-2020 03:30:00;15.13;11.07;50.02;;Data er manuelt kontrolleret
30-09-2020 03:00:00;14.16;10.29;51.18;;Data er manuelt kontrolleret
30-09-2020 02:30:00;14.27;10.42;52.29;;Data er manuelt kontrolleret
30-09-2020 02:00:00;13.33;9.54;53.69;;Data er manuelt kontrolleret
30-09-2020 01:30:00;13.72;9.98;50.63;;Data er manuelt kontrolleret
30-09-2020 01:00:00;14.67;10.34;;;Data er manuelt kontrolleret
30-09-2020 00:30:00;15.82;11.68;49.49;;Data er manuelt kontrolleret
30-09-2020 00:00:00;15.19;10.88;52.6;13.91;Data er manuelt kontrolleret
29-09-2020 23:30:00;15.88;11.53;51.56;;Data er manuelt kontrolleret
29-09-2020 23:00:00;17.53;12.4;48.74;;Data er manuelt kontrolleret
29-09-2020 22:30:00;18.72;13.51;49.13;;Data er manuelt kontrolleret
29-09-2020 22:00:00;18.43;13.44;50.35;;Data er manuelt kontrolleret
29-09-2020 21:30:00;20.61;15.37;47.71;;Data er manuelt kontrolleret
29-09-2020 21:00:00;20.98;16.31;46.25;;Data er manuelt kontrolleret
29-09-2020 20:30:00;21.28;17.35;47.55;;Data er manuelt kontrolleret
29-09-2020 20:00:00;20.34;16.93;50.18;;Data er manuelt kontrolleret
29-09-2020 19:30:00;20.34;17.07;52.9;;Data er manuelt kontrolleret
29-09-2020 19:00:00;18.99;16.17;56.23;;Data er manuelt kontrolleret
29-09-2020 18:30:00;17.88;15.29;55.86;;Data er manuelt kontrolleret
29-09-2020 18:00:00;16.71;14.73;56.55;;Data er manuelt kontrolleret
29-09-2020 17:30:00;16.08;13.92;59.49;;Data er manuelt kontrolleret
29-09-2020 17:00:00;16.44;13.9;58.42;;Data er manuelt kontrolleret
29-09-2020 16:30:00;19.27;15.55;54.24;;Data er manuelt kontrolleret
29-09-2020 16:00:00;20.46;15.18;54.26;;Data er manuelt kontrolleret
29-09-2020 15:30:00;26.17;18.74;42.01;;Data er manuelt kontrolleret
29-09-2020 15:00:00;27.11;19.35;33.98;;Data er manuelt kontrolleret
29-09-2020 14:30:00;27.34;19.64;35.98;;Data er manuelt kontrolleret
29-09-2020 14:00:00;26.09;17.8;37.2;;Data er manuelt kontrolleret
29-09-2020 13:30:00;25.86;17.03;35.11;;Data er manuelt kontrolleret
29-09-2020 13:00:00;28.92;18.95;31.11;;Data er manuelt kontrolleret
29-09-2020 12:30:00;25.84;18.61;33.29;;Data er manuelt kontrolleret
29-09-2020 12:00:00;21.61;16.35;40.93;;Data er manuelt kontrolleret
29-09-2020 11:30:00;21.75;15.88;41.18;;Data er manuelt kontrolleret
29-09-2020 11:00:00;22.02;15.28;43.18;;Data er manuelt kontrolleret
29-09-2020 10:30:00;26.06;16.41;41.03;;Data er manuelt kontrolleret
29-09-2020 10:00:00;30.09;17.13;40.53;;Data er manuelt kontrolleret
29-09-2020 09:30:00;35.27;18.28;35.29;;Data er manuelt kontrolleret
29-09-2020 09:00:00;39.59;22.42;22.21;;Data er manuelt kontrolleret
29-09-2020 08:30:00;36.09;24.36;19.33;;Data er manuelt kontrolleret
29-09-2020 08:00:00;32.99;26.2;17.3;;Data er manuelt kontrolleret
29-09-2020 07:30:00;32.89;25.46;15.82;;Data er manuelt kontrolleret
29-09-2020 07:00:00;35.8;27.74;13.79;;Data er manuelt kontrolleret
29-09-2020 06:30:00;36.78;27.81;14.74;;Data er manuelt kontrolleret
29-09-2020 05:30:00;21.18;19.06;22.57;;Data er manuelt kontrolleret
29-09-2020 05:00:00;12.47;11.89;30.95;;Data er manuelt kontrolleret
29-09-2020 04:30:00;8.66;8.58;35.33;;Data er manuelt kontrolleret
29-09-2020 04:00:00;6.61;6.61;37.93;;Data er manuelt kontrolleret
29-09-2020 03:30:00;6.61;6.2;38.13;;Data er manuelt kontrolleret
29-09-2020 03:00:00;5.31;5.44;;;Data er manuelt kontrolleret
29-09-2020 02:30:00;5.19;5.08;42.17;;Data er manuelt kontrolleret
29-09-2020 02:00:00;5.12;5.08;38.17;;Data er manuelt kontrolleret
29-09-2020 01:30:00;6.04;5.98;35.74;;Data er manuelt kontrolleret
29-09-2020 01:00:00;6.44;6.38;36.35;;Data er manuelt kontrolleret
29-09-2020 00:30:00;6.76;6.49;37.67;;Data er manuelt kontrolleret
29-09-2020 00:00:00;6.88;6.55;37.06;11.14;Data er manuelt kontrolleret
28-09-2020 23:30:00;8.24;7.62;34.2;;Data er manuelt kontrolleret
28-09-2020 23:00:00;5.98;6.35;39.03;;Data er manuelt kontrolleret
28-09-2020 22:30:00;7.45;7.11;36.59;;Data er manuelt kontrolleret
28-09-2020 22:00:00;7.68;7.57;34.14;;Data er manuelt kontrolleret
28-09-2020 21:30:00;9.64;9.02;32.49;;Data er manuelt kontrolleret
28-09-2020 21:00:00;8.41;8.3;34.7;;Data er manuelt kontrolleret
28-09-2020 20:30:00;9.66;8.94;34.58;;Data er manuelt kontrolleret
28-09-2020 20:00:00;11.3;10.72;29.35;;Data er manuelt kontrolleret
28-09-2020 19:30:00;13.26;12.64;27.52;;Data er manuelt kontrolleret
28-09-2020 19:00:00;13.72;13.04;28.25;;Data er manuelt kontrolleret
28-09-2020 18:30:00;15.11;13.07;30.18;;Data er manuelt kontrolleret
28-09-2020 18:00:00;11.84;10.57;34.7;;Data er manuelt kontrolleret
28-09-2020 17:30:00;13.35;11.85;36.63;;Data er manuelt kontrolleret
28-09-2020 17:00:00;14.39;12.65;36.65;;Data er manuelt kontrolleret
28-09-2020 16:30:00;15.71;13.86;36.29;;Data er manuelt kontrolleret
28-09-2020 16:00:00;12.95;11.1;40.16;;Data er manuelt kontrolleret
28-09-2020 15:30:00;20;17.18;34.58;;Data er manuelt kontrolleret
28-09-2020 15:00:00;20.23;16.93;35.62;;Data er manuelt kontrolleret
28-09-2020 14:30:00;19.1;16.11;37.75;;Data er manuelt kontrolleret
28-09-2020 14:00:00;20.4;15.94;37.5;;Data er manuelt kontrolleret
28-09-2020 13:30:00;20.29;16;37.12;;Data er manuelt kontrolleret
28-09-2020 13:00:00;20.9;16.26;36.22;;Data er manuelt kontrolleret
28-09-2020 12:30:00;20.21;15.25;37.32;;Data er manuelt kontrolleret
28-09-2020 12:00:00;28.96;21.03;32.84;;Data er manuelt kontrolleret
28-09-2020 11:30:00;22.97;17.41;33.81;;Data er manuelt kontrolleret
28-09-2020 11:00:00;24.65;18.57;32.37;;Data er manuelt kontrolleret
28-09-2020 10:30:00;22.85;17.68;30.87;;Data er manuelt kontrolleret
28-09-2020 10:00:00;15.2;12.59;34.68;;Data er manuelt kontrolleret
28-09-2020 09:30:00;19.14;14.79;32.96;;Data er manuelt kontrolleret
28-09-2020 09:00:00;26.07;19.22;28.82;;Data er manuelt kontrolleret
28-09-2020 08:30:00;24.87;16.72;27.99;;Data er manuelt kontrolleret
28-09-2020 08:00:00;21.38;16.01;27.79;;Data er manuelt kontrolleret
28-09-2020 07:30:00;48.01;29.67;13.26;;Data er manuelt kontrolleret
28-09-2020 07:00:00;31.22;21.57;20.95;;Data er manuelt kontrolleret
28-09-2020 06:30:00;17.34;14.19;28.05;;Data er manuelt kontrolleret
28-09-2020 06:00:00;14.47;12.44;29.88;;Data er manuelt kontrolleret
28-09-2020 05:30:00;13.71;11.33;30.48;;Data er manuelt kontrolleret
28-09-2020 04:30:00;7.37;7.15;33.81;;Data er manuelt kontrolleret
28-09-2020 04:00:00;8.98;9.07;32.88;;Data er manuelt kontrolleret
28-09-2020 03:30:00;10.55;10.18;32.01;;Data er manuelt kontrolleret
28-09-2020 03:00:00;10.09;9.89;32.17;;Data er manuelt kontrolleret
28-09-2020 02:30:00;11.97;11.48;31.88;;Data er manuelt kontrolleret
28-09-2020 02:00:00;9.1;8.88;;;Data er manuelt kontrolleret
28-09-2020 01:30:00;7.87;7.63;35.45;;Data er manuelt kontrolleret
28-09-2020 01:00:00;6.49;6.62;37.91;;Data er manuelt kontrolleret
28-09-2020 00:30:00;12.64;12.11;33.57;;Data er manuelt kontrolleret
28-09-2020 00:00:00;13.48;12.88;32.82;15.64;Data er manuelt kontrolleret
27-09-2020 23:30:00;22.1;19.12;26.41;;Data er manuelt kontrolleret
27-09-2020 23:00:00;9.71;9.18;37.93;;Data er manuelt kontrolleret
27-09-2020 22:30:00;28.41;23.2;23.67;;Data er manuelt kontrolleret
27-09-2020 22:00:00;27.28;22.12;25.43;;Data er manuelt kontrolleret
27-09-2020 21:30:00;37.64;29.55;19.17;;Data er manuelt kontrolleret
27-09-2020 21:00:00;51.94;34.64;13.73;;Data er manuelt kontrolleret
27-09-2020 20:30:00;9.79;9.3;40.79;;Data er manuelt kontrolleret
27-09-2020 20:00:00;17.33;14.43;35.66;;Data er manuelt kontrolleret
27-09-2020 19:30:00;6.67;6.49;44.64;;Data er manuelt kontrolleret
27-09-2020 19:00:00;5.16;4.99;47.36;;Data er manuelt kontrolleret
27-09-2020 18:30:00;5.27;5.01;46.91;;Data er manuelt kontrolleret
27-09-2020 18:00:00;5.06;4.84;46.83;;Data er manuelt kontrolleret
27-09-2020 17:30:00;5.2;4.78;46.26;;Data er manuelt kontrolleret
27-09-2020 17:00:00;6.36;5.85;46.89;;Data er manuelt kontrolleret
27-09-2020 16:30:00;6.21;5.55;48.03;;Data er manuelt kontrolleret
27-09-2020 16:00:00;6.61;5.71;47.26;;Data er manuelt kontrolleret
27-09-2020 15:30:00;4.99;4.38;48.76;;Data er manuelt kontrolleret
27-09-2020 15:00:00;5.24;4.07;48.78;;Data er manuelt kontrolleret
27-09-2020 14:30:00;4.85;4.01;49.02;;Data er manuelt kontrolleret
27-09-2020 14:00:00;5.79;4.24;49.69;;Data er manuelt kontrolleret
27-09-2020 13:30:00;6.38;4.68;48.82;;Data er manuelt kontrolleret
27-09-2020 13:00:00;5.52;4.01;47.54;;Data er manuelt kontrolleret
27-09-2020 12:30:00;8.16;5.51;44.46;;Data er manuelt kontrolleret
27-09-2020 12:00:00;9.03;6.76;42.17;;Data er manuelt kontrolleret
27-09-2020 11:30:00;12.4;8.01;40.12;;Data er manuelt kontrolleret
27-09-2020 11:00:00;8.66;6.26;40.42;;Data er manuelt kontrolleret
27-09-2020 10:30:00;12.78;8.68;37.12;;Data er manuelt kontrolleret
27-09-2020 10:00:00;12.49;8.41;37.4;;Data er manuelt kontrolleret
27-09-2020 09:30:00;8.78;7.46;39;;Data er manuelt kontrolleret
27-09-2020 09:00:00;10.25;8.08;39.22;;Data er manuelt kontrolleret
27-09-2020 08:30:00;23.48;15.93;30.99;;Data er manuelt kontrolleret
27-09-2020 08:00:00;9.99;8.84;38.88;;Data er manuelt kontrolleret
27-09-2020 07:30:00;18.85;14.63;32.92;;Data er manuelt kontrolleret
27-09-2020 07:00:00;5.91;5.53;42.41;;Data er manuelt kontrolleret
27-09-2020 06:30:00;3.13;3.3;44.55;;Data er manuelt kontrolleret
27-09-2020 06:00:00;2.14;2.63;45.34;;Data er manuelt kontrolleret
27-09-2020 05:30:00;1.97;2.46;44.65;;Data er manuelt kontrolleret
27-09-2020 05:00:00;5.18;4.46;42.3;;Data er manuelt kontrolleret
27-09-2020 04:30:00;2.12;2.32;44.49;;Data er manuelt kontrolleret
27-09-2020 03:30:00;1.93;2.19;42.12;;Data er manuelt kontrolleret
27-09-2020 03:00:00;1.41;1.94;40.12;;Data er manuelt kontrolleret
27-09-2020 02:30:00;1.86;2.09;39.26;;Data er manuelt kontrolleret
27-09-2020 02:00:00;2.1;2.23;37.91;;Data er manuelt kontrolleret
27-09-2020 01:30:00;1.89;2.52;37.52;;Data er manuelt kontrolleret
27-09-2020 01:00:00;2.3;2.3;;;Data er manuelt kontrolleret
27-09-2020 00:30:00;2.85;3.03;36.06;;Data er manuelt kontrolleret
27-09-2020 00:00:00;3.41;3.24;34.58;12.83;Data er manuelt kontrolleret
26-09-2020 23:30:00;3.68;3.64;33.41;;Data er manuelt kontrolleret
26-09-2020 23:00:00;4.27;4.26;32.09;;Data er manuelt kontrolleret
26-09-2020 22:30:00;4.65;4.97;32.58;;Data er manuelt kontrolleret
26-09-2020 22:00:00;4.92;4.81;34.32;;Data er manuelt kontrolleret
26-09-2020 21:30:00;5.53;5.23;40.6;;Data er manuelt kontrolleret
26-09-2020 21:00:00;5.23;4.75;46.62;;Data er manuelt kontrolleret
26-09-2020 20:30:00;5.67;5.02;49.38;;Data er manuelt kontrolleret
26-09-2020 20:00:00;4.65;4.76;50.73;;Data er manuelt kontrolleret
26-09-2020 19:30:00;4.41;4.22;51.63;;Data er manuelt kontrolleret
26-09-2020 19:00:00;5.4;4.67;49.03;;Data er manuelt kontrolleret
26-09-2020 18:30:00;6.53;5.82;43.58;;Data er manuelt kontrolleret
26-09-2020 18:00:00;4.98;5.06;46.13;;Data er manuelt kontrolleret
26-09-2020 17:30:00;6.61;6.79;55.27;;Data er manuelt kontrolleret
26-09-2020 17:00:00;8.29;7.89;56.55;;Data er manuelt kontrolleret
26-09-2020 16:30:00;10.05;9;52.72;;Data er manuelt kontrolleret
26-09-2020 16:00:00;7.95;6.79;50.51;;Data er manuelt kontrolleret
26-09-2020 15:30:00;15.66;13.2;48.28;;Data er manuelt kontrolleret
26-09-2020 15:00:00;26.88;21.5;42.69;;Data er manuelt kontrolleret
26-09-2020 14:30:00;15.15;11.99;52.6;;Data er manuelt kontrolleret
26-09-2020 14:00:00;8.2;6.81;54.74;;Data er manuelt kontrolleret
26-09-2020 13:30:00;11.65;9.14;41.71;;Data er manuelt kontrolleret
26-09-2020 13:00:00;11.43;9.01;39.2;;Data er manuelt kontrolleret
26-09-2020 12:30:00;14.02;10.49;33.95;;Data er manuelt kontrolleret
26-09-2020 12:00:00;11.49;9.14;35.15;;Data er manuelt kontrolleret
26-09-2020 11:30:00;8.09;6.26;40.7;;Data er manuelt kontrolleret
26-09-2020 11:00:00;6.69;5.61;42.81;;Data er manuelt kontrolleret
26-09-2020 10:30:00;6.9;5.74;42.55;;Data er manuelt kontrolleret
26-09-2020 10:00:00;6.31;5.32;43.44;;Data er manuelt kontrolleret
26-09-2020 09:30:00;5.98;5.29;44.15;;Data er manuelt kontrolleret
26-09-2020 09:00:00;4.39;3.7;46.5;;Data er manuelt kontrolleret
26-09-2020 08:30:00;3.46;3.05;47.94;;Data er manuelt kontrolleret
26-09-2020 08:00:00;2.59;2.42;49.13;;Data er manuelt kontrolleret
26-09-2020 07:30:00;2.63;2.44;49.19;;Data er manuelt kontrolleret
26-09-2020 07:00:00;2.69;2.52;49.15;;Data er manuelt kontrolleret
26-09-2020 06:30:00;1.89;1.89;51.04;;Data er manuelt kontrolleret
26-09-2020 05:30:00;1.58;1.68;51.14;;Data er manuelt kontrolleret
26-09-2020 05:00:00;1.87;1.95;50.47;;Data er manuelt kontrolleret
26-09-2020 04:30:00;1.77;1.74;50.31;;Data er manuelt kontrolleret
26-09-2020 04:00:00;1.56;1.64;50.41;;Data er manuelt kontrolleret
26-09-2020 03:30:00;1.41;1.64;52.68;;Data er manuelt kontrolleret
26-09-2020 03:00:00;1.72;2.24;;;Data er manuelt kontrolleret
26-09-2020 02:30:00;1.81;2.18;55.29;;Data er manuelt kontrolleret
26-09-2020 02:00:00;2.96;3.08;57.62;;Data er manuelt kontrolleret
26-09-2020 01:30:00;2.73;2.71;60.01;;Data er manuelt kontrolleret
26-09-2020 01:00:00;2.89;2.67;58.07;;Data er manuelt kontrolleret
26-09-2020 00:30:00;2.77;2.96;57.34;;Data er manuelt kontrolleret
26-09-2020 00:00:00;2.98;3.31;57.52;4.31;Data er manuelt kontrolleret
25-09-2020 23:30:00;3.33;3.6;58.17;;Data er manuelt kontrolleret
25-09-2020 23:00:00;4.09;4.29;59.45;;Data er manuelt kontrolleret
25-09-2020 22:30:00;3.52;4.19;61.65;;Data er manuelt kontrolleret
25-09-2020 22:00:00;3.19;3.35;62.36;;Data er manuelt kontrolleret
25-09-2020 21:30:00;5.24;5.34;60.8;;Data er manuelt kontrolleret
25-09-2020 21:00:00;5.24;4.89;62.65;;Data er manuelt kontrolleret
25-09-2020 20:30:00;4.8;4.8;62.69;;Data er manuelt kontrolleret
25-09-2020 20:00:00;3.98;3.82;64.39;;Data er manuelt kontrolleret
25-09-2020 19:30:00;3.88;3.75;68.26;;Data er manuelt kontrolleret
25-09-2020 19:00:00;4.54;4.28;68.93;;Data er manuelt kontrolleret
25-09-2020 18:30:00;4.59;4.61;67.31;;Data er manuelt kontrolleret
25-09-2020 18:00:00;5.82;5.57;67.92;;Data er manuelt kontrolleret
25-09-2020 17:30:00;6.99;6.33;64.73;;Data er manuelt kontrolleret
25-09-2020 17:00:00;10.07;9.14;60.64;;Data er manuelt kontrolleret
25-09-2020 16:30:00;13.92;13.2;59.06;;Data er manuelt kontrolleret
25-09-2020 16:00:00;14.09;12.58;57.34;;Data er manuelt kontrolleret
25-09-2020 15:30:00;11.12;9.98;58.15;;Data er manuelt kontrolleret
25-09-2020 15:00:00;22.63;17.59;49.64;;Data er manuelt kontrolleret
25-09-2020 14:30:00;60.65;41.27;23.39;;Data er manuelt kontrolleret
25-09-2020 14:00:00;32.6;25.96;38.86;;Data er manuelt kontrolleret
25-09-2020 13:30:00;35.4;27.89;36.36;;Data er manuelt kontrolleret
25-09-2020 13:00:00;65.13;46.66;20.17;;Data er manuelt kontrolleret
25-09-2020 12:30:00;41.01;32.26;35.45;;Data er manuelt kontrolleret
25-09-2020 12:00:00;21.85;18.17;53.14;;Data er manuelt kontrolleret
25-09-2020 11:30:00;19.45;16.61;57.25;;Data er manuelt kontrolleret
25-09-2020 11:00:00;19.86;17.25;56.71;;Data er manuelt kontrolleret
25-09-2020 10:30:00;21.92;18.7;57.09;;Data er manuelt kontrolleret
25-09-2020 10:00:00;17.81;14.99;64.53;;Data er manuelt kontrolleret
25-09-2020 09:30:00;14.17;12.62;67.79;;Data er manuelt kontrolleret
25-09-2020 09:00:00;18.02;15.93;61.08;;Data er manuelt kontrolleret
25-09-2020 08:30:00;21.12;18.36;51.62;;Data er manuelt kontrolleret
25-09-2020 08:00:00;37.28;29.88;34.54;;Data er manuelt kontrolleret
25-09-2020 07:30:00;40.36;33.74;28.08;;Data er manuelt kontrolleret
25-09-2020 07:00:00;44.17;37.32;23.98;;Data er manuelt kontrolleret
25-09-2020 06:30:00;41.89;35.54;25.16;;Data er manuelt kontrolleret
25-09-2020 06:00:00;49.01;40.29;18.29;;Data er manuelt kontrolleret
25-09-2020 05:30:00;33.76;31.05;25.56;;Data er manuelt kontrolleret
25-09-2020 04:30:00;16.32;15.44;36.3;;Data er manuelt kontrolleret
25-09-2020 04:00:00;13.22;13.02;38.45;;Data er manuelt kontrolleret
25-09-2020 03:30:00;7.8;7.74;46.07;;Data er manuelt kontrolleret
25-09-2020 03:00:00;7.63;7.35;46.7;;Data er manuelt kontrolleret
25-09-2020 02:30:00;6.65;6.88;49.78;;Data er manuelt kontrolleret
25-09-2020 01:30:00;5.52;5.61;52.51;;Data er manuelt kontrolleret
25-09-2020 01:00:00;4.91;5.12;55.37;;Data er manuelt kontrolleret
25-09-2020 00:30:00;3.72;4.28;58.59;;Data er manuelt kontrolleret
25-09-2020 00:00:00;4.45;4.66;57.64;6.41;Data er manuelt kontrolleret
24-09-2020 23:30:00;3.95;4.2;59.04;;Data er manuelt kontrolleret
24-09-2020 23:00:00;3.96;4.28;60.74;;Data er manuelt kontrolleret
24-09-2020 22:30:00;4.13;4.45;62.79;;Data er manuelt kontrolleret
24-09-2020 22:00:00;5.39;5.6;62.69;;Data er manuelt kontrolleret
24-09-2020 21:30:00;4.91;4.9;62.69;;Data er manuelt kontrolleret
24-09-2020 21:00:00;6.62;6.63;63.19;;Data er manuelt kontrolleret
24-09-2020 20:30:00;6.85;6.93;62.54;;Data er manuelt kontrolleret
24-09-2020 20:00:00;8.76;8.83;57.38;;Data er manuelt kontrolleret
24-09-2020 19:30:00;10.43;10.34;57.9;;Data er manuelt kontrolleret
24-09-2020 19:00:00;9.05;8.68;62.71;;Data er manuelt kontrolleret
24-09-2020 18:30:00;5.78;5.36;70.22;;Data er manuelt kontrolleret
24-09-2020 18:00:00;5.07;5.06;72.64;;Data er manuelt kontrolleret
24-09-2020 17:30:00;8.07;7.29;70.91;;Data er manuelt kontrolleret
24-09-2020 17:00:00;8.15;7.35;74.13;;Data er manuelt kontrolleret
24-09-2020 16:30:00;8.21;6.73;76.49;;Data er manuelt kontrolleret
24-09-2020 16:00:00;5.74;5;79.48;;Data er manuelt kontrolleret
24-09-2020 15:30:00;6.01;5.07;79.99;;Data er manuelt kontrolleret
24-09-2020 15:00:00;6.45;4.93;81.39;;Data er manuelt kontrolleret
24-09-2020 14:30:00;6.43;4.78;80.82;;Data er manuelt kontrolleret
24-09-2020 14:00:00;6.3;5.03;81.18;;Data er manuelt kontrolleret
24-09-2020 13:30:00;6.6;4.7;81.97;;Data er manuelt kontrolleret
24-09-2020 13:00:00;7.58;5.54;80.76;;Data er manuelt kontrolleret
24-09-2020 12:30:00;7.08;5.22;82.38;;Data er manuelt kontrolleret
24-09-2020 12:00:00;7.92;5.64;82.12;;Data er manuelt kontrolleret
24-09-2020 11:30:00;6.33;4.55;79.6;;Data er manuelt kontrolleret
24-09-2020 11:00:00;8.58;6.08;77.66;;Data er manuelt kontrolleret
24-09-2020 10:30:00;7.62;5.47;78.31;;Data er manuelt kontrolleret
24-09-2020 10:00:00;9.19;6.48;74.01;;Data er manuelt kontrolleret
24-09-2020 09:30:00;8.39;6.37;71.01;;Data er manuelt kontrolleret
24-09-2020 09:00:00;8.65;6.91;67.59;;Data er manuelt kontrolleret
24-09-2020 08:30:00;13.52;9.92;60.88;;Data er manuelt kontrolleret
24-09-2020 08:00:00;14.57;11.63;59.52;;Data er manuelt kontrolleret
24-09-2020 07:30:00;14.4;12.23;60.03;;Data er manuelt kontrolleret
24-09-2020 07:00:00;15.18;13.7;64.06;;Data er manuelt kontrolleret
24-09-2020 06:30:00;14.9;13.67;68.97;;Data er manuelt kontrolleret
24-09-2020 06:00:00;14.49;13.21;72.86;;Data er manuelt kontrolleret
