Recorded;CO;NO2;SO2;NOx
11-06-2021 13:30:00;0.2;15.68;0.64;25.05
11-06-2021 13:00:00;0.22;15.82;0.64;26.3
11-06-2021 12:30:00;0.2;12.26;0.64;22.34
11-06-2021 12:00:00;0.19;13.27;0.72;22.26
11-06-2021 11:30:00;0.21;20.16;0.69;36.38
11-06-2021 11:00:00;0.19;14.61;0.61;24.46
11-06-2021 10:30:00;0.19;13.52;0.51;21.9
11-06-2021 10:00:00;0.16;9.75;0.35;16.43
11-06-2021 09:30:00;0.15;9.96;0.37;17.33
11-06-2021 09:00:00;0.16;16.52;0.35;29.55
11-06-2021 08:30:00;0.15;14.17;0.4;25.49
11-06-2021 08:00:00;0.15;10.75;0.32;17.48
11-06-2021 07:30:00;0.14;9.73;0.37;15.03
11-06-2021 07:00:00;0.16;13.04;0.51;24.73
11-06-2021 06:30:00;0.17;15.93;0.61;31.88
11-06-2021 06:00:00;0.19;16.16;0.48;28.08
11-06-2021 05:30:00;0.16;14.63;0.27;22.78
11-06-2021 05:00:00;0.15;13.08;0.24;22.09
11-06-2021 04:30:00;0.14;8.57;0.37;10.5
11-06-2021 03:30:00;0.16;18.02;0.45;20.66
11-06-2021 03:00:00;0.16;19.01;0.4;25.0
11-06-2021 02:30:00;0.16;6.5;0.45;8.43
11-06-2021 02:00:00;0.16;4.44;0.56;6.35
11-06-2021 01:30:00;0.16;4.07;0.72;5.99
11-06-2021 01:00:00;0.16;5.62;0.56;8.05
11-06-2021 00:30:00;0.16;4.44;0.51;6.33
11-06-2021 00:00:00;0.16;4.78;0.53;6.98
10-06-2021 23:30:00;0.17;6.54;0.53;9.08
10-06-2021 23:00:00;0.16;6.58;0.45;8.17
10-06-2021 22:30:00;0.17;6.88;0.48;8.53
10-06-2021 22:00:00;0.19;9.7;0.45;12.2
10-06-2021 21:30:00;0.19;9.73;0.53;11.91
10-06-2021 21:00:00;0.2;9.93;0.48;13.0
10-06-2021 20:30:00;0.2;12.11;0.56;15.64
10-06-2021 20:00:00;0.23;13.5;0.51;18.19
10-06-2021 19:30:00;0.2;7.55;0.56;10.27
10-06-2021 19:00:00;0.2;9.47;0.8;13.18
10-06-2021 18:30:00;0.2;8.76;1.06;12.05
10-06-2021 18:00:00;0.2;6.39;0.93;9.47
10-06-2021 17:30:00;0.23;13.46;0.56;19.3
10-06-2021 17:00:00;0.24;15.91;0.82;26.7
10-06-2021 16:30:00;0.21;18.36;1.01;30.64
10-06-2021 16:00:00;0.21;19.41;1.12;30.26
10-06-2021 15:30:00;0.2;13.44;1.17;25.36
10-06-2021 15:00:00;0.21;11.63;1.46;20.43
10-06-2021 14:30:00;0.24;16.81;1.44;28.19
10-06-2021 14:00:00;0.22;20.29;1.46;35.71
10-06-2021 13:30:00;0.22;18.97;1.2;36.17
10-06-2021 13:00:00;0.17;16.56;1.3;29.51
10-06-2021 12:30:00;0.2;15.49;1.46;26.74
10-06-2021 12:00:00;0.19;12.99;1.09;21.8
10-06-2021 11:30:00;0.21;17.5;1.06;28.46
10-06-2021 11:00:00;0.22;15.05;0.88;24.65
10-06-2021 10:30:00;0.2;16.08;0.93;26.37
10-06-2021 10:00:00;0.19;13.96;0.85;20.85
10-06-2021 09:30:00;0.17;11.84;0.64;17.52
10-06-2021 09:00:00;0.19;16.33;0.61;26.93
10-06-2021 08:30:00;0.17;16.14;0.56;26.01
10-06-2021 08:00:00;0.2;14.0;0.51;22.38
10-06-2021 07:30:00;0.19;14.29;0.69;25.23
10-06-2021 07:00:00;0.2;17.92;0.69;30.08
10-06-2021 06:30:00;0.22;20.85;0.8;37.98
10-06-2021 05:30:00;0.19;14.8;0.43;22.78
10-06-2021 05:00:00;0.16;16.62;0.45;26.55
10-06-2021 04:30:00;0.16;13.43;0.37;19.11
10-06-2021 04:00:00;0.15;5.64;0.48;7.98
10-06-2021 03:30:00;0.15;5.22;0.48;4.88
10-06-2021 03:00:00;0.15;5.28;0.67;5.01
10-06-2021 02:30:00;0.16;4.36;0.67;3.5
10-06-2021 02:00:00;0.16;3.84;0.61;3.77
10-06-2021 01:30:00;0.16;3.42;0.51;2.7
10-06-2021 01:00:00;0.15;3.04;0.53;3.25
10-06-2021 00:30:00;0.16;4.15;0.64;3.94
10-06-2021 00:00:00;0.15;4.67;0.61;5.37
09-06-2021 23:30:00;0.16;4.48;0.45;4.49
09-06-2021 23:00:00;0.17;4.44;0.43;4.17
09-06-2021 22:30:00;0.17;5.91;0.61;6.2
09-06-2021 22:00:00;0.17;7.78;0.77;8.09
09-06-2021 21:30:00;0.17;11.21;0.48;14.19
09-06-2021 21:00:00;0.17;7.34;0.61;9.66
09-06-2021 20:30:00;0.16;5.95;0.64;7.78
09-06-2021 20:00:00;0.16;5.81;0.8;7.71
09-06-2021 19:30:00;0.17;7.36;0.75;9.77
09-06-2021 19:00:00;0.16;7.15;0.56;9.96
09-06-2021 18:30:00;0.16;5.55;0.53;7.57
09-06-2021 18:00:00;0.16;5.97;0.67;8.61
09-06-2021 17:30:00;0.16;6.12;0.8;8.05
09-06-2021 17:00:00;0.16;7.8;0.69;11.13
09-06-2021 16:30:00;0.19;7.15;0.64;10.98
09-06-2021 16:00:00;0.19;9.62;0.82;16.68
09-06-2021 15:30:00;0.17;11.42;0.8;19.35
09-06-2021 15:00:00;0.17;10.5;0.8;16.94
09-06-2021 14:30:00;0.21;12.3;0.98;21.02
09-06-2021 14:00:00;0.19;10.69;0.85;17.27
09-06-2021 13:30:00;0.17;11.82;0.88;20.46
09-06-2021 13:00:00;0.19;10.27;0.85;17.33
09-06-2021 12:30:00;0.17;13.56;0.93;23.96
09-06-2021 12:00:00;0.16;11.0;0.85;18.63
09-06-2021 11:30:00;0.15;9.35;0.77;16.73
09-06-2021 11:00:00;0.15;9.75;0.77;15.7
09-06-2021 10:30:00;0.15;9.16;0.85;15.66
09-06-2021 10:00:00;0.14;7.48;0.8;12.37
09-06-2021 09:30:00;0.15;9.79;0.93;16.81
09-06-2021 09:00:00;0.14;7.67;1.28;14.32
09-06-2021 08:30:00;0.13;8.59;1.09;14.32
09-06-2021 08:00:00;0.15;9.64;0.67;16.22
09-06-2021 07:30:00;0.14;10.75;0.72;17.9
09-06-2021 07:00:00;0.14;11.51;0.61;19.78
09-06-2021 06:30:00;0.17;13.12;0.64;24.67
09-06-2021 06:00:00;0.17;13.67;0.56;22.4
09-06-2021 05:30:00;0.16;10.6;0.43;14.94
09-06-2021 04:30:00;0.15;4.59;0.43;5.43
09-06-2021 04:00:00;0.13;2.93;0.45;3.29
09-06-2021 03:30:00;0.13;1.78;0.43;1.09
09-06-2021 03:00:00;0.14;1.82;0.37;1.82
09-06-2021 02:30:00;0.15;2.07;0.4;1.43
09-06-2021 02:00:00;0.14;2.28;0.51;2.28
09-06-2021 01:30:00;0.14;2.85;0.53;2.7
09-06-2021 01:00:00;0.14;2.45;0.61;2.52
09-06-2021 00:30:00;0.14;3.25;0.61;3.25
09-06-2021 00:00:00;0.15;3.54;0.67;3.98
08-06-2021 23:30:00;0.15;6.64;0.72;7.76
08-06-2021 23:00:00;0.14;3.39;0.67;3.65
08-06-2021 22:30:00;0.15;5.39;0.05;6.41
08-06-2021 22:00:00;0.16;7.54;0.16;10.02
08-06-2021 21:30:00;0.15;7.32;0.93;8.87
08-06-2021 21:00:00;0.17;7.88;1.04;11.34
08-06-2021 20:30:00;0.17;8.59;0.82;11.93
08-06-2021 20:00:00;0.15;6.5;0.69;7.57
08-06-2021 19:30:00;0.15;5.91;0.75;8.51
08-06-2021 19:00:00;0.16;6.87;1.12;8.91
08-06-2021 18:30:00;0.15;6.23;0.93;8.64
08-06-2021 18:00:00;0.15;5.89;0.82;7.32
08-06-2021 17:30:00;0.16;7.55;1.17;9.96
08-06-2021 17:00:00;0.16;8.11;1.14;11.76
08-06-2021 16:30:00;0.16;9.05;1.2;13.0
08-06-2021 16:00:00;0.16;7.57;1.2;11.42
08-06-2021 15:30:00;0.15;8.13;1.28;13.48
08-06-2021 15:00:00;0.14;9.08;1.17;16.03
08-06-2021 14:30:00;0.15;7.4;1.04;12.76
08-06-2021 14:00:00;0.15;7.36;0.98;12.51
08-06-2021 13:30:00;0.15;8.41;0.85;15.61
08-06-2021 13:00:00;0.16;7.61;0.98;14.82
08-06-2021 12:30:00;0.15;7.31;0.98;13.66
08-06-2021 12:00:00;0.14;7.73;1.17;12.05
08-06-2021 11:30:00;0.15;8.43;1.06;14.61
08-06-2021 11:00:00;0.15;6.37;1.06;10.75
08-06-2021 10:30:00;0.13;6.79;1.12;11.3
08-06-2021 10:00:00;0.13;7.19;1.01;12.26
08-06-2021 09:30:00;0.14;6.75;0.69;11.3
08-06-2021 09:00:00;0.12;8.11;0.53;13.12
08-06-2021 08:30:00;0.16;9.89;0.69;15.61
08-06-2021 08:00:00;0.14;6.41;0.43;9.51
08-06-2021 07:30:00;0.14;6.77;0.51;11.67
08-06-2021 07:00:00;0.14;7.15;0.72;11.61
08-06-2021 06:30:00;0.16;11.76;0.67;20.9
08-06-2021 06:00:00;0.15;13.27;0.69;20.71
08-06-2021 05:30:00;0.14;7.8;0.56;12.05
08-06-2021 05:00:00;0.14;5.36;0.53;8.2
08-06-2021 04:30:00;0.14;3.75;0.43;5.07
08-06-2021 03:30:00;0.1;2.52;0.43;2.75
08-06-2021 03:00:00;0.1;1.91;0.56;2.39
08-06-2021 02:30:00;0.1;0.82;0.45;0.67
08-06-2021 02:00:00;0.1;0.92;0.53;0.92
08-06-2021 01:30:00;0.1;1.3;0.64;1.8
08-06-2021 01:00:00;0.1;1.43;0.51;1.53
08-06-2021 00:30:00;0.09;0.78;0.48;1.47
08-06-2021 00:00:00;0.1;1.59;0.48;1.32
07-06-2021 23:30:00;0.1;1.84;0.45;1.36
07-06-2021 23:00:00;0.1;2.14;0.37;2.54
07-06-2021 22:30:00;0.1;3.54;0.4;4.86
07-06-2021 22:00:00;0.12;3.79;0.43;4.59
07-06-2021 21:30:00;0.13;4.48;0.32;6.83
07-06-2021 21:00:00;0.13;4.97;0.32;6.31
07-06-2021 20:30:00;0.14;5.91;0.67;8.26
07-06-2021 20:00:00;0.16;5.51;1.01;7.9
07-06-2021 19:30:00;0.16;5.55;1.57;7.57
07-06-2021 19:00:00;0.15;6.35;1.33;8.26
07-06-2021 18:30:00;0.15;6.2;1.54;8.47
07-06-2021 18:00:00;0.16;7.02;1.17;9.58
07-06-2021 17:30:00;0.16;8.05;1.49;10.94
07-06-2021 17:00:00;0.17;10.79;1.33;16.43
07-06-2021 16:30:00;0.19;11.09;1.17;17.44
07-06-2021 16:00:00;0.17;11.23;1.06;18.93
07-06-2021 15:30:00;0.16;26.56;1.2;41.69
07-06-2021 15:00:00;0.15;12.55;0.8;21.27
07-06-2021 14:30:00;0.13;6.56;0.75;10.54
07-06-2021 14:00:00;0.15;11.38;0.85;19.24
07-06-2021 13:30:00;0.14;10.46;0.93;16.41
07-06-2021 13:00:00;0.15;12.01;0.82;20.16
07-06-2021 12:30:00;0.13;10.42;0.56;17.58
07-06-2021 12:00:00;0.13;9.98;0.72;17.61
07-06-2021 11:30:00;0.13;9.72;0.85;15.01
07-06-2021 11:00:00;0.12;7.08;1.12;10.61
07-06-2021 10:30:00;0.12;10.6;0.8;16.98
07-06-2021 10:00:00;0.13;12.03;0.8;20.85
07-06-2021 09:30:00;0.12;11.61;0.8;20.23
07-06-2021 09:00:00;0.13;18.38;0.85;34.02
07-06-2021 08:30:00;0.12;13.18;0.8;20.96
07-06-2021 08:00:00;0.13;13.44;0.82;21.94
07-06-2021 07:30:00;0.17;22.49;1.01;43.13
07-06-2021 07:00:00;0.22;43.07;1.22;79.77
07-06-2021 06:30:00;0.23;41.71;1.17;74.64
07-06-2021 05:30:00;0.16;20.92;0.69;29.66
07-06-2021 05:00:00;0.14;16.16;0.98;24.19
07-06-2021 04:30:00;0.13;13.22;1.14;16.26
07-06-2021 04:00:00;0.12;4.65;1.6;3.94
07-06-2021 03:30:00;0.13;4.26;1.84;4.07
07-06-2021 03:00:00;0.14;3.96;3.25;3.9
07-06-2021 02:30:00;0.14;2.62;2.82;0.94
07-06-2021 02:00:00;0.13;2.18;0.11;1.57
07-06-2021 01:30:00;0.15;3.06;0.08;2.45
07-06-2021 01:00:00;0.16;3.25;0.32;2.77
07-06-2021 00:30:00;0.16;3.65;0.29;3.71
07-06-2021 00:00:00;0.16;5.14;0.21;4.72
06-06-2021 23:30:00;0.17;5.64;0.37;5.95
06-06-2021 23:00:00;0.17;5.7;0.51;5.2
06-06-2021 22:30:00;0.2;6.56;0.51;6.96
06-06-2021 22:00:00;0.2;11.17;0.45;12.53
06-06-2021 21:30:00;0.2;8.95;0.45;9.05
06-06-2021 21:00:00;0.21;18.15;0.45;26.83
06-06-2021 20:30:00;0.22;12.05;0.32;16.58
06-06-2021 20:00:00;0.23;14.4;0.53;19.64
06-06-2021 19:30:00;0.28;13.54;0.53;16.7
06-06-2021 19:00:00;0.23;9.26;1.09;11.65
06-06-2021 18:30:00;0.23;11.76;0.53;14.4
06-06-2021 18:00:00;0.23;10.71;0.53;12.74
06-06-2021 17:30:00;0.21;11.49;0.48;14.04
06-06-2021 17:00:00;0.22;10.16;0.61;13.18
06-06-2021 16:30:00;0.23;11.04;0.64;13.27
06-06-2021 16:00:00;0.22;12.62;0.69;15.95
06-06-2021 15:30:00;0.21;8.91;0.56;9.7
06-06-2021 15:00:00;0.23;11.72;0.77;15.03
06-06-2021 14:30:00;0.22;13.02;1.3;17.46
06-06-2021 14:00:00;0.23;8.82;2.93;10.79
06-06-2021 13:30:00;0.24;7.46;1.78;9.2
06-06-2021 13:00:00;0.21;9.64;1.12;12.74
06-06-2021 12:30:00;0.16;10.37;0.85;12.97
06-06-2021 12:00:00;0.16;10.31;0.82;12.78
06-06-2021 11:30:00;0.15;10.86;0.67;14.94
06-06-2021 11:00:00;0.16;12.32;0.72;17.19
06-06-2021 10:30:00;0.15;8.47;0.72;10.81
06-06-2021 10:00:00;0.16;18.44;0.72;28.32
06-06-2021 09:30:00;0.13;13.73;0.48;19.09
06-06-2021 09:00:00;0.19;18.0;0.56;29.07
06-06-2021 08:30:00;0.14;8.91;0.48;11.51
06-06-2021 08:00:00;0.15;19.56;0.8;32.55
06-06-2021 07:30:00;0.16;14.88;0.69;19.95
06-06-2021 07:00:00;0.2;12.6;0.67;18.4
06-06-2021 06:30:00;0.15;18.74;0.64;24.65
06-06-2021 06:00:00;0.17;16.89;0.61;22.7
06-06-2021 05:30:00;0.17;12.62;0.53;16.6
06-06-2021 04:30:00;0.16;9.39;0.56;9.7
06-06-2021 04:00:00;0.16;17.5;0.56;22.11
06-06-2021 03:30:00;0.16;9.18;0.53;9.08
06-06-2021 03:00:00;0.19;13.06;0.4;16.89
06-06-2021 02:30:00;0.19;17.42;0.61;22.03
06-06-2021 02:00:00;0.19;11.44;0.69;13.2
06-06-2021 01:30:00;0.21;20.1;1.04;28.09
06-06-2021 00:30:00;0.17;12.18;0.59;17.61
06-06-2021 00:00:00;0.21;16.56;0.8;26.55
05-06-2021 23:30:00;0.2;0.0;1.04;25.23
05-06-2021 23:00:00;0.21;10.73;0.64;15.38
05-06-2021 22:30:00;0.19;11.26;0.59;18.59
05-06-2021 22:00:00;0.33;31.38;0.82;54.95
05-06-2021 21:30:00;0.31;36.7;0.72;59.94
05-06-2021 21:00:00;0.34;41.67;0.98;71.37
05-06-2021 20:30:00;0.31;31.69;0.9;48.18
05-06-2021 20:00:00;0.35;67.34;1.97;118.04
05-06-2021 19:30:00;0.5;42.5;1.44;75.62
05-06-2021 19:00:00;0.33;30.71;1.22;51.68
05-06-2021 18:30:00;0.35;29.32;1.25;55.19
05-06-2021 18:00:00;0.4;34.44;1.36;66.94
05-06-2021 17:30:00;0.36;18.57;1.22;37.91
05-06-2021 17:00:00;0.42;31.79;1.65;64.85
05-06-2021 16:30:00;0.36;28.55;1.33;53.44
05-06-2021 16:00:00;0.28;14.97;1.73;72.58
05-06-2021 15:30:00;0.35;28.04;1.09;55.73
05-06-2021 15:00:00;0.22;11.42;1.25;42.0
05-06-2021 14:30:00;0.31;29.45;1.28;58.47
05-06-2021 14:00:00;0.29;23.64;1.33;50.18
05-06-2021 13:30:00;0.28;20.96;1.14;46.65
05-06-2021 13:00:00;0.43;25.93;1.14;48.25
05-06-2021 12:30:00;0.3;19.89;1.06;39.53
05-06-2021 12:00:00;0.27;25.84;0.98;50.32
05-06-2021 11:30:00;0.26;22.95;1.01;50.74
05-06-2021 11:00:00;0.3;32.02;1.22;64.7
05-06-2021 10:30:00;0.28;25.76;0.85;48.31
05-06-2021 10:00:00;0.41;22.76;0.85;47.26
05-06-2021 09:30:00;0.28;54.2;1.38;102.99
05-06-2021 09:00:00;0.36;35.94;1.84;79.9
05-06-2021 08:30:00;0.28;26.72;1.09;48.86
05-06-2021 08:00:00;0.26;35.84;1.44;79.08
05-06-2021 07:30:00;0.22;30.39;1.06;49.74
05-06-2021 07:00:00;0.23;24.75;1.17;58.73
05-06-2021 06:30:00;0.21;22.07;0.96;37.35
05-06-2021 06:00:00;0.2;19.22;0.9;27.37
05-06-2021 05:30:00;0.17;20.12;1.09;27.56
05-06-2021 05:00:00;0.19;16.37;1.06;21.53
05-06-2021 04:30:00;0.16;12.39;0.64;13.79
05-06-2021 03:30:00;0.2;9.16;0.53;12.01
05-06-2021 03:00:00;0.19;12.93;0.43;19.22
05-06-2021 02:30:00;0.19;13.48;0.45;17.61
05-06-2021 02:00:00;0.2;13.52;0.45;17.29
05-06-2021 01:30:00;0.28;19.53;0.48;28.67
05-06-2021 01:00:00;0.2;60.57;0.64;75.72
05-06-2021 00:30:00;0.26;16.54;0.51;23.75
05-06-2021 00:00:00;0.23;21.44;0.61;32.95
04-06-2021 23:30:00;0.3;2.31;0.88;46.09
04-06-2021 23:00:00;0.29;21.09;0.61;33.45
04-06-2021 22:30:00;0.36;26.09;0.75;44.83
04-06-2021 22:00:00;0.31;42.97;2.95;145.54
04-06-2021 21:30:00;0.44;48.2;1.92;112.63
04-06-2021 21:00:00;0.47;45.52;1.46;80.59
04-06-2021 20:30:00;0.44;31.73;1.04;55.35
04-06-2021 20:00:00;0.44;33.24;2.05;106.6
04-06-2021 19:30:00;0.4;31.12;1.7;93.75
04-06-2021 19:00:00;0.48;20.25;2.24;114.65
04-06-2021 18:30:00;0.27;21.29;0.96;34.27
04-06-2021 18:00:00;0.31;33.79;1.28;64.36
04-06-2021 17:30:00;0.4;38.35;1.28;84.97
04-06-2021 17:00:00;0.41;48.1;1.33;87.96
04-06-2021 16:30:00;0.51;63.48;2.34;148.58
04-06-2021 16:00:00;0.34;82.31;1.94;140.66
04-06-2021 15:30:00;0.42;46.49;1.68;92.13
04-06-2021 15:00:00;0.4;69.73;1.94;123.32
04-06-2021 14:30:00;0.34;97.61;2.37;180.23
04-06-2021 14:00:00;0.34;91.67;2.71;200.39
04-06-2021 13:30:00;0.31;63.92;2.45;133.01
04-06-2021 13:00:00;0.31;57.7;1.6;109.17
04-06-2021 12:30:00;0.34;54.03;2.69;152.16
04-06-2021 12:00:00;0.34;36.3;1.6;84.26
04-06-2021 11:30:00;0.23;53.76;1.73;99.49
04-06-2021 11:00:00;0.27;44.77;1.65;105.55
04-06-2021 10:30:00;0.36;45.73;1.33;107.96
04-06-2021 10:00:00;0.24;38.17;1.09;79.33
04-06-2021 09:30:00;0.24;33.14;1.62;90.02
04-06-2021 09:00:00;0.29;56.94;2.26;126.28
04-06-2021 08:30:00;0.27;34.25;1.73;107.06
04-06-2021 08:00:00;0.27;61.89;1.78;126.09
04-06-2021 07:30:00;0.37;75.26;2.13;164.55
04-06-2021 07:00:00;0.31;55.77;2.0;140.59
04-06-2021 06:30:00;0.42;62.6;2.29;162.52
04-06-2021 05:30:00;0.4;64.78;2.45;143.74
04-06-2021 05:00:00;0.28;39.57;1.06;82.96
04-06-2021 04:30:00;0.21;20.06;0.8;42.57
04-06-2021 04:00:00;0.16;13.12;0.45;20.54
04-06-2021 03:30:00;0.15;10.86;0.37;11.53
04-06-2021 03:00:00;0.16;7.1;0.29;9.08
04-06-2021 02:30:00;0.15;8.05;0.35;8.63
04-06-2021 02:00:00;0.16;10.5;0.4;11.26
04-06-2021 01:30:00;0.17;8.09;0.16;9.08
04-06-2021 01:00:00;0.17;4.34;0.32;4.19
04-06-2021 00:30:00;0.16;5.93;0.53;6.29
04-06-2021 00:00:00;0.15;5.57;0.53;5.13
03-06-2021 23:30:00;0.16;11.67;0.45;14.57
03-06-2021 23:00:00;0.16;6.54;0.43;8.11
03-06-2021 22:30:00;0.16;8.76;0.51;12.51
03-06-2021 22:00:00;0.19;30.64;0.69;35.78
03-06-2021 21:30:00;0.19;12.3;0.56;18.19
03-06-2021 21:00:00;0.26;22.99;0.69;37.85
03-06-2021 20:30:00;0.21;11.4;0.35;19.24
03-06-2021 20:00:00;0.28;19.91;0.37;30.31
03-06-2021 19:30:00;0.19;11.57;0.43;19.35
03-06-2021 19:00:00;0.22;10.33;0.53;23.05
03-06-2021 18:30:00;0.23;20.35;0.61;31.25
03-06-2021 18:00:00;0.26;15.59;0.75;29.11
03-06-2021 17:30:00;0.22;13.98;0.72;25.61
03-06-2021 17:00:00;0.28;16.91;0.82;31.35
03-06-2021 16:30:00;0.3;27.75;1.09;60.11
03-06-2021 16:00:00;0.37;47.43;1.38;88.57
03-06-2021 15:30:00;0.45;68.18;1.78;135.39
03-06-2021 15:00:00;0.34;33.11;1.2;67.68
03-06-2021 14:30:00;0.26;25.36;1.14;50.15
03-06-2021 14:00:00;0.26;23.72;1.2;59.44
03-06-2021 13:30:00;0.26;36.3;1.09;60.8
03-06-2021 13:00:00;0.23;18.93;1.2;44.79
03-06-2021 12:30:00;0.23;26.41;1.17;50.09
03-06-2021 12:00:00;0.22;22.66;1.06;43.03
03-06-2021 11:30:00;0.24;34.1;1.28;70.61
03-06-2021 11:00:00;0.22;22.8;0.93;42.61
03-06-2021 10:30:00;0.2;17.92;0.9;39.11
03-06-2021 10:00:00;0.27;24.69;0.98;47.49
03-06-2021 09:30:00;0.22;26.93;1.22;60.34
03-06-2021 09:00:00;0.21;21.96;1.06;48.2
03-06-2021 08:30:00;0.21;30.31;1.06;66.36
03-06-2021 08:00:00;0.23;29.76;1.04;66.44
03-06-2021 07:30:00;0.27;33.56;1.49;112.0
03-06-2021 07:00:00;0.26;31.9;0.93;69.18
03-06-2021 06:30:00;0.26;27.56;1.06;65.73
03-06-2021 06:00:00;0.24;23.62;1.09;54.05
03-06-2021 05:30:00;0.2;22.22;0.88;42.99
03-06-2021 04:30:00;0.15;10.58;0.53;14.1
03-06-2021 04:00:00;0.14;6.04;0.43;9.87
03-06-2021 03:30:00;0.13;5.49;0.56;6.87
03-06-2021 03:00:00;0.13;10.94;0.45;12.79
03-06-2021 02:30:00;0.13;10.35;0.35;11.04
03-06-2021 02:00:00;0.14;5.99;0.37;7.11
03-06-2021 01:30:00;0.14;3.21;0.35;3.46
03-06-2021 01:00:00;0.15;4.9;0.32;6.1
03-06-2021 00:30:00;0.14;6.52;0.48;9.37
03-06-2021 00:00:00;0.15;11.23;0.43;13.12
02-06-2021 23:30:00;0.16;8.19;0.48;12.01
02-06-2021 23:00:00;0.16;8.3;0.56;13.58
02-06-2021 22:30:00;0.19;15.53;0.59;24.08
02-06-2021 22:00:00;0.26;27.54;0.77;44.06
02-06-2021 21:30:00;0.27;32.3;0.75;51.96
02-06-2021 21:00:00;0.33;34.44;0.93;61.39
02-06-2021 20:30:00;0.24;27.87;1.09;53.22
02-06-2021 20:00:00;0.24;40.18;1.6;75.05
02-06-2021 19:30:00;0.26;20.39;0.64;31.36
02-06-2021 19:00:00;0.3;32.49;1.14;65.52
02-06-2021 18:30:00;0.38;29.64;1.06;56.0
02-06-2021 18:00:00;0.29;47.24;1.17;76.33
02-06-2021 17:30:00;0.22;17.84;0.72;32.72
02-06-2021 17:00:00;0.22;20.29;0.85;44.77
02-06-2021 16:30:00;0.24;18.09;0.85;38.82
02-06-2021 16:00:00;0.24;17.48;0.93;39.59
02-06-2021 15:30:00;0.29;23.72;1.14;52.69
02-06-2021 15:00:00;0.24;10.27;0.82;31.73
02-06-2021 14:30:00;0.27;19.93;1.62;81.51
02-06-2021 14:00:00;0.27;33.14;1.01;73.46
02-06-2021 13:30:00;0.23;30.37;1.76;106.91
02-06-2021 13:00:00;0.22;1.17;1.33;62.71
02-06-2021 12:30:00;0.21;18.63;1.06;48.63
02-06-2021 12:00:00;0.22;26.26;1.04;56.86
02-06-2021 11:30:00;0.23;22.89;1.49;79.71
02-06-2021 11:00:00;0.22;40.85;1.68;93.98
02-06-2021 10:30:00;0.27;51.01;1.94;117.31
02-06-2021 10:00:00;0.24;39.89;2.1;97.12
02-06-2021 09:30:00;0.21;38.23;2.71;119.44
02-06-2021 09:00:00;0.21;30.83;1.81;83.27
02-06-2021 08:30:00;0.29;73.82;14.66;122.67
02-06-2021 08:00:00;0.23;46.26;10.8;128.19
02-06-2021 07:30:00;0.29;57.38;9.74;138.94
02-06-2021 07:00:00;0.27;43.36;8.83;115.09
02-06-2021 06:30:00;0.37;61.3;7.34;155.18
02-06-2021 06:00:00;0.31;43.45;4.26;108.78
02-06-2021 05:30:00;0.28;31.94;3.27;101.55
02-06-2021 05:00:00;0.17;29.87;3.46;75.72
02-06-2021 04:30:00;0.2;41.75;12.35;71.78
02-06-2021 03:30:00;0.16;18.59;2.66;26.11
02-06-2021 03:00:00;0.13;3.08;0.43;5.09
02-06-2021 02:30:00;0.13;3.71;0.37;6.71
02-06-2021 02:00:00;0.13;4.53;0.56;7.34
02-06-2021 01:30:00;0.14;7.25;1.2;15.47
02-06-2021 01:00:00;0.16;7.23;1.04;9.12
02-06-2021 00:30:00;0.14;2.85;0.43;5.13
02-06-2021 00:00:00;0.14;5.95;0.59;8.64
01-06-2021 23:30:00;0.21;0.0;1.22;24.52
01-06-2021 23:00:00;0.16;4.9;1.22;9.47
01-06-2021 22:30:00;0.15;6.92;1.86;12.07
01-06-2021 22:00:00;0.2;16.14;12.13;37.89
01-06-2021 21:30:00;0.24;56.92;35.26;96.16
01-06-2021 21:00:00;0.3;23.62;4.84;41.86
01-06-2021 20:30:00;0.29;29.82;0.69;54.43
01-06-2021 20:00:00;0.34;30.89;0.9;63.65
01-06-2021 19:30:00;0.24;31.25;1.09;55.1
01-06-2021 19:00:00;0.31;20.9;1.44;84.23
01-06-2021 18:30:00;0.31;21.25;0.85;40.66
01-06-2021 18:00:00;0.24;0.0;2.16;104.82
01-06-2021 17:30:00;0.3;46.89;1.3;99.32
01-06-2021 17:00:00;0.38;54.32;2.5;119.38
01-06-2021 16:30:00;0.29;50.49;3.99;107.85
01-06-2021 16:00:00;0.44;91.61;3.43;199.82
01-06-2021 15:30:00;0.42;54.91;2.5;146.98
01-06-2021 15:00:00;0.56;72.14;4.1;255.26
01-06-2021 14:30:00;0.4;50.2;2.63;151.57
01-06-2021 14:00:00;0.38;57.76;2.69;133.26
01-06-2021 13:30:00;0.42;44.85;3.78;137.15
01-06-2021 13:00:00;0.38;58.47;8.25;151.01
01-06-2021 12:30:00;0.45;88.66;7.26;211.98
01-06-2021 12:00:00;0.42;50.74;5.38;153.31
01-06-2021 11:30:00;0.31;59.48;3.46;137.18
01-06-2021 11:00:00;0.36;70.51;3.25;176.45
01-06-2021 10:30:00;0.33;50.89;2.47;121.69
01-06-2021 10:00:00;0.28;44.03;2.66;113.45
01-06-2021 09:30:00;0.35;50.85;3.49;136.61
01-06-2021 09:00:00;0.31;66.59;4.98;173.58
01-06-2021 08:30:00;0.33;44.5;6.09;137.05
01-06-2021 08:00:00;0.3;88.89;3.73;196.39
01-06-2021 07:30:00;0.21;55.14;0.72;104.69
